hpix,l,b,"ASAS[13,16]","PS1[13,16]","Gaia[13,16]","ASAS[16,18]","PS1[16,18]","Gaia[16,18]","ASAS[18,22]","PS1[18,22]","Gaia[18,22]","ASAS_full","PS1_full","Gaia_full"
41,27.0,75.34073424154306,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.42857142857142855,0.6,0.8333333333333333,0.6875,0.8571428571428571
42,45.0,75.34073424154306,1.0,1.0,0.7142857142857143,0.06666666666666667,0.8,0.923076923076923,0.0,0.6666666666666667,0.6666666666666667,0.5,0.826086956521739,0.826086956521739
43,63.0,75.34073424154306,0.75,1.0,1.0,0.6666666666666667,1.0,1.0,0.0,0.0,,0.8571428571428571,0.7777777777777777,1.0
44,81.0,75.34073424154306,1.0,1.0,1.0,0.28571428571428575,0.8571428571428571,1.0,0.0,1.0,1.0,0.8,0.8181818181818181,1.0
45,98.99999999999999,75.34073424154306,1.0,1.0,1.0,0.5,1.0,0.8,0.0,1.0,1.0,1.0,1.0,0.9
46,117.0,75.34073424154306,1.0,1.0,1.0,0.5,0.6666666666666667,1.0,0.0,1.0,1.0,1.0,0.8333333333333333,1.0
47,135.0,75.34073424154306,0.8,0.8,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.8333333333333333,0.7,1.0
48,153.0,75.34073424154306,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.625
49,171.0,75.34073424154306,1.0,1.0,1.0,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.0,1.0,1.0,1.0,0.8,0.6666666666666667
50,189.0,75.34073424154306,,,,0.6666666666666667,1.0,1.0,,,0.0,1.0,1.0,0.8571428571428571
51,207.0,75.34073424154306,1.0,1.0,1.0,0.5,0.8333333333333333,1.0,0.0,1.0,1.0,1.0,0.9,1.0
52,225.0,75.34073424154306,0.6666666666666667,1.0,1.0,0.42857142857142855,0.8571428571428571,0.7777777777777777,0.0,1.0,0.33333333333333337,0.8571428571428571,0.8333333333333333,0.75
53,243.0,75.34073424154306,1.0,1.0,1.0,0.5,0.75,1.0,0.0,1.0,0.7142857142857143,0.7777777777777777,0.9285714285714286,0.8666666666666667
54,261.0,75.34073424154306,1.0,1.0,1.0,0.8,1.0,1.0,0.0,0.6,0.75,1.0,0.8181818181818181,0.9
55,279.0,75.34073424154306,1.0,0.0,1.0,0.16666666666666669,0.6666666666666667,0.8,0.0,0.8333333333333333,0.8333333333333333,1.0,0.6923076923076923,0.8333333333333333
56,297.0,75.34073424154306,1.0,1.0,1.0,0.26666666666666666,0.9333333333333332,1.0,0.0,0.7647058823529411,0.8666666666666667,0.8333333333333333,0.8529411764705883,0.9354838709677419
57,315.0,75.34073424154306,1.0,0.75,1.0,0.1,1.0,0.7692307692307692,0.0,0.7272727272727273,1.0,1.0,0.8888888888888888,1.0
58,333.0,75.34073424154306,0.8,0.6,1.0,0.0,1.0,1.0,0.0,0.7692307692307692,1.0,0.8333333333333333,0.782608695652174,1.0
59,351.0,75.34073424154306,1.0,1.0,0.75,0.625,1.0,1.0,0.0,0.4,1.0,1.0,0.7647058823529411,0.9333333333333332
60,7.499999999999999,72.38756092964962,0.75,0.75,1.0,0.2,1.0,1.0,0.0,1.0,1.0,0.8,0.9090909090909091,1.0
61,22.5,72.38756092964962,1.0,1.0,1.0,0.33333333333333337,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.8333333333333333
62,37.5,72.38756092964962,0.75,0.75,1.0,0.6,0.8,1.0,0.0,0.6666666666666667,0.6666666666666667,0.8571428571428571,0.75,0.9090909090909091
63,52.5,72.38756092964962,1.0,0.6666666666666667,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.625,1.0
64,67.5,72.38756092964962,1.0,1.0,0.6666666666666667,0.6,0.8,1.0,0.0,1.0,1.0,1.0,1.0,1.0
65,82.5,72.38756092964962,1.0,0.6666666666666667,1.0,0.5,1.0,1.0,0.0,0.75,1.0,1.2,0.7,1.0
66,97.5,72.38756092964962,1.0,1.0,1.0,0.25,1.0,1.0,0.0,0.5,1.0,1.0,0.8571428571428571,1.0
67,112.49999999999999,72.38756092964962,0.6666666666666667,0.6666666666666667,1.0,0.4,0.8,1.0,0.0,1.0,1.0,0.75,0.8181818181818181,1.0
68,127.50000000000001,72.38756092964962,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333333,1.0
69,142.5,72.38756092964962,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,1.0,0.8888888888888888
70,157.5,72.38756092964962,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
71,172.49999999999997,72.38756092964962,1.0,1.0,1.0,0.6,0.8,0.8,0.0,0.33333333333333337,0.5,0.6666666666666667,0.7777777777777777,0.875
72,187.50000000000003,72.38756092964962,1.0,1.0,1.0,0.25,1.0,1.0,,,,1.0,1.0,1.0
73,202.5,72.38756092964962,1.0,1.0,0.5,0.0,1.0,0.2,0.0,0.5,0.6666666666666667,1.0,0.6666666666666667,0.36363636363636365
74,217.5,72.38756092964962,,,0.0,0.33333333333333337,1.0,0.42857142857142855,0.0,0.4,0.6666666666666667,1.0,0.875,0.5833333333333334
75,232.5,72.38756092964962,1.0,0.5,1.0,0.5555555555555556,1.0,1.0,0.0,1.0,0.75,0.875,0.9411764705882354,0.8947368421052632
76,247.50000000000003,72.38756092964962,,,,0.28571428571428575,0.8571428571428571,0.7777777777777777,0.0,0.6666666666666667,0.6666666666666667,1.0,0.8421052631578948,0.7727272727272727
77,262.5,72.38756092964962,0.75,1.0,1.0,0.3,1.0,0.9090909090909091,0.0,0.9,1.0,0.7,1.0,1.0
78,277.5,72.38756092964962,1.0,1.0,1.0,0.3,0.8,1.0,0.0,0.75,1.0,1.0,0.8,1.0
79,292.5,72.38756092964962,0.8333333333333333,0.8333333333333333,1.0,0.4615384615384615,0.923076923076923,0.923076923076923,0.0,0.9,0.75,0.8333333333333333,0.896551724137931,0.8709677419354839
80,307.49999999999994,72.38756092964962,1.0,1.0,1.0,0.5,1.0,0.8,0.0,0.875,0.9130434782608695,1.0,0.9487179487179488,0.925
81,322.5,72.38756092964962,1.0,1.0,1.0,0.8333333333333333,1.0,0.8571428571428571,0.0,0.8571428571428571,1.0,1.0,0.88,0.9583333333333333
82,337.5,72.38756092964962,2.0,1.0,0.33333333333333337,0.5454545454545454,0.8181818181818181,1.0,0.0,0.75,0.8,1.0,0.8571428571428571,0.8571428571428571
83,352.5,72.38756092964962,0.8333333333333333,0.6666666666666667,1.0,0.25,0.75,0.6,0.0,0.8333333333333333,0.625,0.75,0.8125,0.7777777777777777
84,6.428571428571429,69.4225464945822,1.0,1.0,0.75,0.2222222222222222,1.0,0.8181818181818181,0.0,0.33333333333333337,0.33333333333333337,0.8333333333333333,0.9333333333333332,0.7777777777777777
85,19.285714285714285,69.4225464945822,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.923076923076923,1.0
86,32.142857142857146,69.4225464945822,0.6666666666666667,1.0,1.0,0.6,1.0,0.7142857142857143,0.0,0.33333333333333337,0.5,1.0,1.0,0.9166666666666667
87,45.0,69.4225464945822,1.0,1.0,1.0,0.5,1.0,0.6666666666666667,0.0,1.0,1.0,1.0,1.0,0.8
88,57.857142857142854,69.4225464945822,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0
89,70.71428571428571,69.4225464945822,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,0.875,0.875
90,83.57142857142858,69.4225464945822,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8888888888888888,1.0
91,96.42857142857142,69.4225464945822,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.8,0.8,1.0,0.9166666666666667,0.9166666666666667
92,109.28571428571429,69.4225464945822,1.0,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,1.0,1.0,1.0,0.7142857142857143,0.8571428571428571
93,122.14285714285714,69.4225464945822,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
94,135.0,69.4225464945822,,,0.0,0.6,0.6,1.0,0.0,1.0,0.6666666666666667,0.8,0.75,0.8888888888888888
95,147.85714285714286,69.4225464945822,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8,1.0,1.0,0.9166666666666667,1.0
