hpix,l,b,D_o,D_f,C,eC
0.0,45.0,78.28414760510762,1.1604755640014934,5.782462764351192,0.9899999999999999,0.4063107124624312
0.0,45.0,78.28414760510762,5.782462764351192,10.038840679258838,0.9808450704225352,0.3178568771803423
0.0,45.0,78.28414760510762,10.038840679258838,14.298337058669771,0.9720000000000001,0.3336841620454888
0.0,45.0,78.28414760510762,14.298337058669771,18.310092070899856,0.9799999999999999,0.3299172396223029
0.0,45.0,78.28414760510762,18.310092070899856,35.17561577407441,0.995,0.3325919625147483
0.0,45.0,78.28414760510762,35.17561577407441,118.46995146509026,0.90654453736891,0.2149490132556836
1.0,135.0,78.28414760510762,1.1980926392789129,8.32173066706657,0.9765853658536586,0.35601447749133874
1.0,135.0,78.28414760510762,8.32173066706657,13.599337593448142,0.9866666666666667,0.3710281055462359
1.0,135.0,78.28414760510762,13.599337593448142,26.378226108626524,0.9932307692307694,0.34146335096539887
1.0,135.0,78.28414760510762,26.378226108626524,104.97483010885637,0.8745039682539681,0.23471990486838848
2.0,225.0,78.28414760510762,1.209327698253805,7.1418117746478345,1.0,0.39104550644152414
2.0,225.0,78.28414760510762,7.1418117746478345,11.933461518184016,0.9864150943396225,0.34895685044930574
2.0,225.0,78.28414760510762,11.933461518184016,17.105701210160383,0.9932075471698113,0.3610001710186564
2.0,225.0,78.28414760510762,17.105701210160383,23.18169601909614,0.994,0.3325003859646883
2.0,225.0,78.28414760510762,23.18169601909614,34.83729363700877,0.9752112676056337,0.30918686603711637
2.0,225.0,78.28414760510762,34.83729363700877,104.97483010885637,0.8848888888888888,0.2119420147714039
3.0,315.0,78.28414760510762,1.209327698253805,6.227677581559778,0.9611428571428573,0.3554721165192246
3.0,315.0,78.28414760510762,6.227677581559778,9.39420512457915,0.9884615384615385,0.353846743364473
3.0,315.0,78.28414760510762,9.39420512457915,12.758757997340412,0.9726315789473685,0.32361351764496993
3.0,315.0,78.28414760510762,12.758757997340412,16.361346787018277,0.9773584905660376,0.33300607176283553
3.0,315.0,78.28414760510762,16.361346787018277,20.347792037392946,0.9832352941176472,0.3195730804784375
3.0,315.0,78.28414760510762,20.347792037392946,30.412762320708968,0.9896551724137931,0.33544015837048136
3.0,315.0,78.28414760510762,30.412762320708968,37.04129999395408,0.9896874999999999,0.3376386575371769
3.0,315.0,78.28414760510762,37.04129999395408,42.40420670997853,0.9967999999999999,0.37628244710589415
3.0,315.0,78.28414760510762,42.40420670997853,48.70483480465313,0.9647058823529413,0.3249904700440122
3.0,315.0,78.28414760510762,48.70483480465313,118.46995146509026,0.8403508771929824,0.19423162030034904
4.0,22.5,66.44353569089877,1.152049659752281,5.222302204578422,0.978918918918919,0.3691334916150425
4.0,22.5,66.44353569089877,5.222302204578422,9.383550958427492,0.9912727272727274,0.35460901356354757
4.0,22.5,66.44353569089877,9.383550958427492,12.853659765058849,0.9725806451612904,0.3159855977595993
4.0,22.5,66.44353569089877,12.853659765058849,18.306661877819487,0.9741379310344829,0.3220890868185596
4.0,22.5,66.44353569089877,18.306661877819487,35.33204922761656,0.9889855072463769,0.3240302360651316
4.0,22.5,66.44353569089877,35.33204922761656,48.48992217720823,0.982,0.3454031846986938
4.0,22.5,66.44353569089877,48.48992217720823,118.46995146509026,0.8895747599451304,0.22091450335628512
5.0,67.5,66.44353569089877,1.1604755640014934,7.007153462784277,0.9828571428571429,0.36397815196139005
5.0,67.5,66.44353569089877,7.007153462784277,11.765385170001524,0.9820689655172414,0.3316872096620256
5.0,67.5,66.44353569089877,11.765385170001524,17.740299830554477,0.974,0.3220647966013618
5.0,67.5,66.44353569089877,17.740299830554477,118.46995146509026,0.9579741379310344,0.22538225912958812
6.0,112.5,66.44353569089877,1.1604755640014934,9.180814236120405,0.9887179487179487,0.3765706434090209
6.0,112.5,66.44353569089877,9.180814236120405,17.923284562269295,0.9693617021276597,0.336800536049421
6.0,112.5,66.44353569089877,17.923284562269295,103.3935444572817,0.9487179487179487,0.25623006822095296
7.0,157.5,66.44353569089877,0.6493672772728023,9.03219020376264,0.9914285714285715,0.37517800942728785
7.0,157.5,66.44353569089877,9.03219020376264,15.868733555887014,0.9854166666666667,0.3557865587392716
7.0,157.5,66.44353569089877,15.868733555887014,103.3935444572817,0.9345454545454546,0.22877903373324646
8.0,202.5,66.44353569089877,0.6493672772728023,9.333770259004504,0.9967346938775509,0.37810994760552397
8.0,202.5,66.44353569089877,9.333770259004504,14.358005407185452,0.9965853658536584,0.39035780582793506
8.0,202.5,66.44353569089877,14.358005407185452,25.931752403166872,0.9891428571428572,0.3238176755733761
8.0,202.5,66.44353569089877,25.931752403166872,57.55008013735973,0.9563934426229508,0.30279775503344514
8.0,202.5,66.44353569089877,57.55008013735973,100.38785806264706,0.7977941176470587,0.2689759387081312
9.0,247.49999999999997,66.44353569089877,1.209327698253805,7.531039661206941,1.0,0.39294287442846265
9.0,247.49999999999997,66.44353569089877,7.531039661206941,12.047063513551278,0.9932075471698114,0.3597666096045286
9.0,247.49999999999997,66.44353569089877,12.047063513551278,16.89462359538714,0.9890909090909092,0.34631293476606545
9.0,247.49999999999997,66.44353569089877,16.89462359538714,23.07144509494529,0.9999999999999999,0.32691602733230596
