hpix,l,b,"ASAS[13,16]","PS1[13,16]","Gaia[13,16]","ASAS[16,18]","PS1[16,18]","Gaia[16,18]","ASAS[18,22]","PS1[18,22]","Gaia[18,22]","ASAS_full","PS1_full","Gaia_full"
861,343.12499999999994,27.27961273597809,0.8461538461538461,0.8461538461538461,0.8571428571428571,0.2,0.9,0.9,0.0,1.0,0.6666666666666667,0.75,0.88,0.8518518518518519
862,348.74999999999994,27.27961273597809,1.0,0.6666666666666667,0.3,0.2222222222222222,0.6666666666666667,0.7,0.0,0.5,1.0,0.45454545454545453,0.6470588235294117,0.5909090909090909
863,354.375,27.27961273597809,0.75,0.25,0.6,0.4444444444444444,0.5555555555555556,0.8571428571428571,0.0,0.625,0.7142857142857143,0.7,0.6190476190476191,0.8421052631578948
864,2.8125,24.62431835216408,0.1875,0.8125,0.8666666666666667,0.07142857142857144,0.8571428571428571,0.923076923076923,0.0,1.0,0.16666666666666669,0.14814814814814814,0.8387096774193549,0.7647058823529411
865,8.4375,24.62431835216408,0.5,0.75,0.6666666666666667,0.05555555555555555,0.6666666666666667,0.8571428571428571,0.0,0.6,1.0,0.16666666666666669,0.7407407407407408,0.9130434782608695
866,14.062499999999998,24.62431835216408,0.36363636363636365,0.8181818181818181,1.0,0.13333333333333333,0.7333333333333333,0.9166666666666667,0.0,0.8888888888888888,0.8888888888888888,0.3157894736842105,0.8285714285714286,0.967741935483871
867,19.6875,24.62431835216408,0.6666666666666667,0.75,0.8333333333333333,0.1111111111111111,0.7222222222222223,0.9285714285714286,0.0,0.7142857142857143,0.7142857142857143,0.5238095238095238,0.7567567567567568,0.9090909090909091
868,25.312499999999996,24.62431835216408,0.8571428571428571,0.7142857142857143,0.7777777777777777,0.2,0.8,0.8888888888888888,0.0,0.7142857142857143,0.8333333333333333,0.7692307692307692,0.7916666666666667,0.875
869,30.937499999999996,24.62431835216408,0.75,0.75,0.5,0.1,0.7,0.875,0.0,0.25,0.5,0.4444444444444444,0.6111111111111112,0.6666666666666667
870,36.5625,24.62431835216408,1.0,0.6,0.7142857142857143,0.25,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.8,0.8333333333333333
871,42.18749999999999,24.62431835216408,0.75,1.0,0.8,0.08333333333333334,0.75,0.9,,,,0.6363636363636364,0.85,0.85
872,47.8125,24.62431835216408,0.8333333333333333,0.6666666666666667,0.6666666666666667,0.14285714285714288,0.7142857142857143,0.8333333333333333,0.0,0.0,,0.6666666666666667,0.625,0.8
873,53.4375,24.62431835216408,0.5,1.0,0.8,0.4615384615384615,0.8461538461538461,1.0,0.0,1.0,0.5,0.5,0.8888888888888888,0.8947368421052632
874,59.0625,24.62431835216408,0.8,0.6,0.6666666666666667,0.0,0.7777777777777777,1.0,0.0,0.5,0.5,0.5555555555555556,0.6470588235294117,0.8125
875,64.6875,24.62431835216408,0.8,0.8,0.625,0.25,0.8333333333333333,0.9090909090909091,0.0,0.6666666666666667,1.0,0.6923076923076923,0.8095238095238095,0.826086956521739
876,70.31249999999999,24.62431835216408,0.5,0.0,1.0,0.0,1.0,0.6,0.0,0.5,0.5,0.5,0.5714285714285715,0.625
877,75.9375,24.62431835216408,0.6666666666666667,1.0,0.75,0.25,1.0,1.0,0.0,0.5,1.0,0.6,0.8181818181818181,0.8181818181818181
878,81.56249999999999,24.62431835216408,0.33333333333333337,0.6666666666666667,1.0,0.16666666666666669,0.8333333333333333,0.8333333333333333,0.0,0.5,1.0,0.33333333333333337,0.8181818181818181,1.0
879,87.18749999999999,24.62431835216408,0.6666666666666667,0.33333333333333337,1.0,0.0,0.8571428571428571,1.0,,,,0.28571428571428575,0.7,1.0
880,92.8125,24.62431835216408,0.6666666666666667,1.0,1.0,0.0,1.0,0.75,0.0,0.5,0.5,0.5,0.875,0.7777777777777777
881,98.4375,24.62431835216408,0.6666666666666667,1.0,0.75,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.8571428571428571
882,104.0625,24.62431835216408,,,,0.0,1.0,1.0,0.0,0.33333333333333337,0.5,0.0,0.6,0.75
883,109.6875,24.62431835216408,1.0,1.0,1.0,0.0,0.6666666666666667,1.0,0.0,0.0,,0.33333333333333337,0.5,1.0
884,115.31249999999997,24.62431835216408,0.5,1.0,1.0,,,,,,,0.5,1.0,0.6666666666666667
885,120.9375,24.62431835216408,,,,0.0,0.5,0.5,0.0,0.0,,,0.33333333333333337,0.5
886,126.5625,24.62431835216408,,,,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.6666666666666667,1.0
887,132.1875,24.62431835216408,,,,,,,0.0,0.5,1.0,,0.5,1.0
888,137.8125,24.62431835216408,,,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.5,0.5
889,143.43749999999997,24.62431835216408,0.0,1.0,1.0,0.0,1.0,0.6666666666666667,0.0,1.0,1.0,0.0,1.0,0.8333333333333333
890,149.0625,24.62431835216408,,,0.0,,,,0.0,0.0,,,0.0,0.0
891,154.6875,24.62431835216408,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,,0.0,0.6666666666666667,0.6666666666666667
892,160.3125,24.62431835216408,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
893,165.9375,24.62431835216408,,,0.0,0.0,0.5,1.0,,,,0.0,1.0,1.0
894,171.56249999999997,24.62431835216408,1.0,0.0,0.33333333333333337,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.6,0.6666666666666667
895,177.1875,24.62431835216408,1.0,1.0,0.5,0.4,0.8,0.8,0.0,1.0,1.0,1.0,0.8571428571428571,0.75
896,182.8125,24.62431835216408,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.25,0.6666666666666667,0.6,0.625
897,188.4375,24.62431835216408,0.0,1.0,0.5,,,0.0,0.0,0.0,,0.0,0.5,0.33333333333333337
898,194.06249999999997,24.62431835216408,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,1.0,0.0,0.25,0.5
899,199.68749999999997,24.62431835216408,1.0,1.0,1.0,,,0.0,0.0,0.75,0.375,1.0,0.6666666666666667,0.41666666666666663
900,205.31249999999997,24.62431835216408,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.6,0.75
901,210.9375,24.62431835216408,0.5,1.0,1.0,,,0.0,0.0,0.0,,0.33333333333333337,0.75,1.0
902,216.5625,24.62431835216408,,,0.0,,,,0.0,1.0,1.0,,1.0,0.25
903,222.1875,24.62431835216408,,,0.0,0.0,0.5,0.5,0.0,0.5,1.0,,0.5,0.4
904,227.8125,24.62431835216408,1.0,0.0,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.75,,,,0.6666666666666667,0.5,0.5714285714285715
905,233.43750000000003,24.62431835216408,0.5,0.0,0.0,0.5,0.75,1.0,,,0.0,0.75,0.5,0.5
906,239.0625,24.62431835216408,,,,0.0,1.0,1.0,,,,,1.0,1.0
907,244.68749999999997,24.62431835216408,1.0,1.0,1.0,0.0,0.75,0.75,0.0,1.0,0.5,0.5,0.8333333333333333,0.7142857142857143
908,250.31249999999997,24.62431835216408,1.0,1.0,0.33333333333333337,0.0,1.0,0.5,,,,1.0,1.0,0.3
909,255.93749999999994,24.62431835216408,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,261.56249999999994,24.62431835216408,1.0,1.0,0.33333333333333337,0.0,1.0,0.33333333333333337,0.0,0.0,0.0,1.0,0.6666666666666667,0.28571428571428575
911,267.1875,24.62431835216408,,,0.0,0.25,0.5,1.0,,,0.0,0.0,0.5,0.28571428571428575
912,272.8125,24.62431835216408,,,0.0,0.33333333333333337,0.0,1.0,0.0,0.0,,0.5,0.0,0.9
913,278.4375,24.62431835216408,,,0.0,0.0,0.0,,0.0,0.0,,0.6666666666666667,0.0,0.8
914,284.0625,24.62431835216408,0.625,0.0,0.7142857142857143,0.0,0.0,0.0,,,,0.41666666666666663,0.0,0.6
915,289.6875,24.62431835216408,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.25
916,295.3125,24.62431835216408,1.0,0.0,0.5,0.0,0.0,,0.0,0.0,,0.25,0.0,0.75
917,300.9375,24.62431835216408,1.0,0.0,0.4,0.16666666666666669,0.0,1.0,0.0,0.0,,0.8,0.0,0.75
918,306.56249999999994,24.62431835216408,1.0,0.0,0.5,0.0,0.0,,,,,0.25,0.0,0.2
919,312.18749999999994,24.62431835216408,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.5,0.0,
920,317.81249999999994,24.62431835216408,1.0,0.0,0.2,1.0,0.0,1.0,,,,1.0,0.0,0.0
921,323.4375,24.62431835216408,0.75,0.0,0.33333333333333337,0.25,0.0,1.0,0.0,0.0,,0.6666666666666667,0.0,0.0
922,329.0625,24.62431835216408,1.0,0.0,0.7,0.0,0.0,,0.0,0.0,,0.8,0.0,1.0
923,334.6875,24.62431835216408,0.75,0.5,0.5,0.1111111111111111,0.33333333333333337,1.0,0.0,0.0,,0.4444444444444444,0.42857142857142855,0.7777777777777777
924,340.3125,24.62431835216408,0.9,0.6,0.8181818181818181,0.2222222222222222,0.7777777777777777,1.0,0.0,1.0,1.0,0.6875,0.75,0.9
925,345.9375,24.62431835216408,0.6923076923076923,0.5384615384615384,1.0,0.2727272727272727,0.6363636363636364,0.7272727272727273,0.0,0.0,0.0,0.5714285714285715,0.576923076923077,0.8333333333333333
926,351.5625,24.62431835216408,0.4444444444444444,0.6666666666666667,0.6363636363636364,0.07142857142857144,0.8571428571428571,0.8571428571428571,0.0,0.7142857142857143,0.7142857142857143,0.5,0.7666666666666667,0.7575757575757575
927,357.18749999999994,24.62431835216408,0.375,0.75,0.5454545454545454,0.0,0.5454545454545454,0.8571428571428571,0.0,0.7857142857142857,0.9166666666666667,0.4,0.7272727272727273,0.8333333333333333
928,0.0,22.02431283704216,0.375,0.75,0.5,0.1111111111111111,0.7222222222222223,0.8125,0.0,0.45454545454545453,0.8333333333333333,0.3157894736842105,0.6756756756756757,0.7222222222222223
929,5.625,22.02431283704216,0.4444444444444444,0.33333333333333337,0.8333333333333333,0.0,0.4736842105263158,0.9,0.0,0.6363636363636364,1.0,0.2380952380952381,0.475,0.9166666666666667
930,11.25,22.02431283704216,0.33333333333333337,0.25,0.625,0.05555555555555555,0.4444444444444444,0.75,0.0,0.4,1.0,0.2,0.4,0.76
931,16.875,22.02431283704216,0.6,0.7,0.8181818181818181,0.1111111111111111,0.5555555555555556,0.7692307692307692,0.0,0.5714285714285715,1.0,0.4,0.657142857142857,0.8928571428571429
932,22.5,22.02431283704216,0.4,0.8,0.6666666666666667,0.0625,0.8125,0.8125,0.0,0.375,0.6,0.23076923076923075,0.7241379310344827,0.7777777777777777
933,28.124999999999996,22.02431283704216,0.7142857142857143,1.0,0.7,0.0,0.7333333333333333,0.8461538461538461,0.0,1.0,0.25,0.33333333333333337,0.8695652173913043,0.7407407407407408
934,33.75,22.02431283704216,0.5714285714285715,0.42857142857142855,0.8571428571428571,0.08333333333333334,0.75,0.9090909090909091,0.0,0.0,0.0,0.5384615384615384,0.6,0.8421052631578948
935,39.375,22.02431283704216,0.4,0.8,0.6666666666666667,0.14285714285714288,0.5714285714285715,0.8,0.0,1.0,1.0,0.25,0.6428571428571429,0.6923076923076923
936,45.0,22.02431283704216,0.75,0.75,1.0,0.0,0.7272727272727273,1.0,0.0,1.0,1.0,0.42857142857142855,0.75,1.0
937,50.62499999999999,22.02431283704216,0.6,0.6,0.8,0.1111111111111111,0.8888888888888888,1.0,,,0.0,0.35714285714285715,0.7333333333333333,0.8666666666666667
938,56.24999999999999,22.02431283704216,0.5,1.0,0.6666666666666667,0.0,0.5714285714285715,1.0,0.0,1.0,1.0,0.2,0.7272727272727273,0.8888888888888888
939,61.87499999999999,22.02431283704216,1.0,1.0,0.33333333333333337,0.2727272727272727,0.6363636363636364,0.5833333333333334,0.0,0.2,1.0,0.5555555555555556,0.7222222222222223,0.823529411764706
940,67.5,22.02431283704216,0.5,1.0,0.4,0.0,0.75,0.75,0.0,0.0,,0.5,0.625,0.6666666666666667
941,73.125,22.02431283704216,0.33333333333333337,0.8333333333333333,1.0,0.0,1.0,0.75,0.0,1.0,1.0,0.25,0.9090909090909091,0.9166666666666667
942,78.75,22.02431283704216,,,0.0,0.0,0.6,0.75,0.0,0.0,,0.0,0.5,0.5714285714285715
943,84.37499999999999,22.02431283704216,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,1.0,,,0.0,0.7142857142857143,0.75,0.8571428571428571
944,90.0,22.02431283704216,,,,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.6,1.0
945,95.625,22.02431283704216,,,0.0,0.0,1.0,1.0,0.0,0.0,,0.4,0.7142857142857143,0.8571428571428571
946,101.24999999999999,22.02431283704216,,,0.0,0.0,1.0,1.0,0.0,1.0,0.5,,1.0,0.33333333333333337
947,106.875,22.02431283704216,,,,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.6666666666666667,1.0
948,112.49999999999999,22.02431283704216,0.5,1.0,0.5,0.0,0.0,,0.0,0.5,1.0,0.33333333333333337,0.6,0.6
949,118.125,22.02431283704216,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0
950,123.74999999999999,22.02431283704216,,,,,,,0.0,0.0,,,0.0,0.0
951,129.375,22.02431283704216,1.0,0.0,0.5,,,,,,,1.0,0.0,0.33333333333333337
952,135.0,22.02431283704216,,,,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.6666666666666667,0.6666666666666667
953,140.62499999999997,22.02431283704216,0.5,1.0,1.0,,,,,,,0.5,1.0,0.6666666666666667
954,146.25,22.02431283704216,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,,1.0,0.6666666666666667,0.6666666666666667
955,151.875,22.02431283704216,1.0,1.0,0.33333333333333337,,,,0.0,0.0,,1.0,0.5,0.33333333333333337
956,157.5,22.02431283704216,,,,,,,0.0,1.0,1.0,,1.0,1.0
957,163.12499999999997,22.02431283704216,,,0.0,0.0,1.0,1.0,,,,0.0,1.0,0.5
958,168.74999999999997,22.02431283704216,1.0,0.0,0.5,0.0,1.0,1.0,,,,1.0,0.5,0.5
959,174.37499999999997,22.02431283704216,,,,,,,,,,,,
960,180.0,22.02431283704216,,,0.0,1.0,1.0,0.5,,,0.0,1.0,1.0,0.2
961,185.625,22.02431283704216,,,0.0,0.6666666666666667,1.0,0.75,0.0,1.0,0.5,0.6666666666666667,1.0,0.5714285714285715
962,191.25,22.02431283704216,,,,1.0,1.0,0.33333333333333337,,,,1.0,1.0,0.33333333333333337
963,196.875,22.02431283704216,,,,,,,0.0,0.0,0.0,,0.0,0.0
964,202.49999999999997,22.02431283704216,1.0,1.0,0.5,,,,,,,1.0,1.0,0.5
965,208.125,22.02431283704216,0.5,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.8571428571428571,1.0
966,213.75,22.02431283704216,1.0,0.5,0.6666666666666667,0.5,0.5,0.5,0.0,1.0,1.0,0.75,0.6666666666666667,0.7142857142857143
967,219.375,22.02431283704216,,,,0.0,0.5,0.5,0.0,0.33333333333333337,1.0,0.0,0.4,0.6666666666666667
968,224.99999999999997,22.02431283704216,,,,0.0,1.0,0.5,,,,0.0,1.0,0.5
969,230.62499999999994,22.02431283704216,,,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5
970,236.25,22.02431283704216,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.6666666666666667,0.8,1.0
971,241.875,22.02431283704216,,,,0.0,1.0,0.33333333333333337,0.0,0.33333333333333337,0.5,,1.0,0.8
972,247.49999999999997,22.02431283704216,,,0.0,0.0,0.75,0.75,,,,0.0,0.75,0.6
973,253.125,22.02431283704216,1.0,0.5,1.0,0.5,1.0,1.0,,,0.0,0.75,0.75,0.5714285714285715
974,258.75,22.02431283704216,,,,0.0,0.75,1.0,0.0,1.0,0.33333333333333337,0.0,0.8,0.6666666666666667
975,264.375,22.02431283704216,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25
976,270.0,22.02431283704216,1.0,0.0,0.25,0.33333333333333337,0.0,1.0,0.0,0.0,,0.7142857142857143,0.0,1.0
977,275.625,22.02431283704216,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.875
978,281.24999999999994,22.02431283704216,0.0,0.0,0.0,0.14285714285714288,0.0,1.0,0.0,0.0,,0.33333333333333337,0.0,0.5
979,286.87499999999994,22.02431283704216,1.0,0.0,0.33333333333333337,0.0,0.0,,0.0,0.0,,0.6666666666666667,0.0,0.8
980,292.5,22.02431283704216,0.5,0.0,1.0,0.16666666666666669,0.0,1.0,0.0,0.0,,0.5,0.0,0.5
981,298.125,22.02431283704216,1.0,0.0,0.75,0.28571428571428575,0.0,0.6666666666666667,,,,0.6666666666666667,0.0,0.75
982,303.75,22.02431283704216,0.6666666666666667,0.0,0.5,0.16666666666666669,0.0,1.0,0.0,0.0,,0.8,0.0,0.33333333333333337
983,309.375,22.02431283704216,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.33333333333333337,0.0,0.25
984,315.0,22.02431283704216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.33333333333333337
985,320.625,22.02431283704216,0.7142857142857143,0.0,0.41666666666666663,0.16666666666666669,0.0,1.0,0.0,0.0,,0.6363636363636364,0.0,0.33333333333333337
986,326.24999999999994,22.02431283704216,1.0,0.0,0.5,0.125,0.0,1.0,0.0,0.0,,0.6666666666666667,0.0,0.25
987,331.875,22.02431283704216,1.0,0.0,0.6,0.1111111111111111,0.0,0.33333333333333337,0.0,0.0,,0.7,0.0,0.5
988,337.49999999999994,22.02431283704216,0.8333333333333333,0.16666666666666669,0.45454545454545453,0.1,0.1,1.0,0.0,0.0,,0.5,0.10526315789473685,0.0
989,343.12499999999994,22.02431283704216,0.75,0.625,0.6666666666666667,0.4,0.8,0.8181818181818181,0.0,0.0,,0.7333333333333333,0.6666666666666667,0.826086956521739
990,348.74999999999994,22.02431283704216,0.8666666666666667,0.7333333333333333,0.8125,0.1,0.7,0.8888888888888888,0.0,0.6666666666666667,0.6666666666666667,0.7,0.7142857142857143,0.8214285714285714
991,354.375,22.02431283704216,0.625,0.875,0.7272727272727273,0.25,0.5625,0.5625,0.0,0.6666666666666667,0.6666666666666667,0.5882352941176471,0.6666666666666667,0.6216216216216216
992,2.8125,19.47122063449069,0.5714285714285715,0.5714285714285715,0.8571428571428571,0.0,0.6,0.8571428571428571,0.0,0.4736842105263158,0.75,0.25,0.5614035087719298,0.8536585365853658
993,8.4375,19.47122063449069,0.16666666666666669,0.8333333333333333,0.8333333333333333,0.0,0.7,0.736842105263158,0.0,0.16666666666666669,0.16666666666666669,0.07692307692307693,0.625,0.6060606060606061
994,14.062499999999998,19.47122063449069,0.0,0.0,0.0,0.0,0.7777777777777777,0.5833333333333334,0.0,0.0,0.0,0.0,0.5,0.411764705882353
995,19.6875,19.47122063449069,0.6666666666666667,1.0,0.5,0.1111111111111111,0.4444444444444444,0.5,0.0,0.6,0.375,0.5714285714285715,0.5882352941176471,0.45454545454545453
996,25.312499999999996,19.47122063449069,0.625,0.75,0.5833333333333334,0.0,0.75,0.6428571428571429,0.0,0.0,0.0,0.33333333333333337,0.6956521739130435,0.6071428571428572
997,30.937499999999996,19.47122063449069,0.4444444444444444,0.5555555555555556,0.5,0.0,0.7272727272727273,0.7272727272727273,0.0,1.0,0.6666666666666667,0.26666666666666666,0.7272727272727273,0.6538461538461539
998,36.5625,19.47122063449069,0.6,0.8,0.5,0.07692307692307693,0.7692307692307692,0.8333333333333333,0.0,0.6,1.0,0.3076923076923077,0.782608695652174,0.782608695652174
999,42.18749999999999,19.47122063449069,0.28571428571428575,1.0,0.6363636363636364,0.1111111111111111,0.7777777777777777,0.7777777777777777,0.0,0.5,1.0,0.25,0.9444444444444444,0.8095238095238095
1000,47.8125,19.47122063449069,0.2,0.6,0.75,0.0,0.625,0.8333333333333333,0.0,0.33333333333333337,0.5,0.1,0.625,0.8333333333333333
1001,53.4375,19.47122063449069,0.4444444444444444,0.7777777777777777,1.0,0.0,0.7,0.875,0.0,0.5555555555555556,1.0,0.3076923076923077,0.6785714285714286,0.9047619047619048
1002,59.0625,19.47122063449069,0.8,1.0,0.7142857142857143,0.0,0.875,1.0,0.0,0.6666666666666667,0.6666666666666667,0.4444444444444444,0.875,0.823529411764706
1003,64.6875,19.47122063449069,0.6,1.0,0.7142857142857143,0.0,0.8333333333333333,1.0,0.0,0.5,1.0,0.42857142857142855,0.8461538461538461,0.8461538461538461
1004,70.31249999999999,19.47122063449069,1.0,0.8,0.7142857142857143,0.2,1.0,1.0,0.0,1.0,1.0,0.75,0.9166666666666667,0.8571428571428571
1005,75.9375,19.47122063449069,0.0,0.6666666666666667,0.6666666666666667,0.125,0.625,1.0,0.0,0.0,0.0,0.125,0.5833333333333334,0.7777777777777777
1006,81.56249999999999,19.47122063449069,0.25,0.75,0.42857142857142855,0.0,1.0,0.6,0.0,1.0,1.0,0.25,0.9,0.6
1007,87.18749999999999,19.47122063449069,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,,0.0,0.7142857142857143,1.0
1008,92.8125,19.47122063449069,,,0.0,0.0,0.8333333333333333,1.0,0.0,1.0,1.0,0.0,0.8571428571428571,0.8571428571428571
1009,98.4375,19.47122063449069,,,0.0,0.0,1.0,1.0,0.0,1.0,0.5,,1.0,0.33333333333333337
1010,104.0625,19.47122063449069,0.75,0.75,0.8,0.0,0.6666666666666667,0.5,0.0,1.0,0.5,0.75,0.75,0.5833333333333334
1011,109.6875,19.47122063449069,,,,0.0,1.0,1.0,0.0,0.0,,0.0,0.5,1.0
1012,115.31249999999997,19.47122063449069,0.5,1.0,1.0,0.0,0.0,,0.0,1.0,0.75,0.5,0.8333333333333333,0.8333333333333333
1013,120.9375,19.47122063449069,,,,0.0,1.0,1.0,0.0,0.5,0.33333333333333337,,0.6666666666666667,0.5
1014,126.5625,19.47122063449069,,,,0.0,0.6666666666666667,1.0,0.0,0.5,1.0,,0.6,1.0
1015,132.1875,19.47122063449069,,,,,,,0.0,0.33333333333333337,1.0,,0.33333333333333337,1.0
1016,137.8125,19.47122063449069,,,0.0,0.0,0.0,,0.0,0.33333333333333337,1.0,0.0,0.25,0.25
1017,143.43749999999997,19.47122063449069,,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.6666666666666667,1.0
1018,149.0625,19.47122063449069,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,,1.0,0.25,0.6666666666666667
1019,154.6875,19.47122063449069,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
1020,160.3125,19.47122063449069,,,0.0,,,,,,0.0,,,0.0
1021,165.9375,19.47122063449069,1.0,1.0,1.0,,,,0.0,0.0,,1.0,0.5,1.0
1022,171.56249999999997,19.47122063449069,,,0.0,0.0,1.0,1.0,0.0,0.0,,,0.5,0.5
1023,177.1875,19.47122063449069,,,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.33333333333333337,0.16666666666666669
1024,182.8125,19.47122063449069,,,,,,0.0,,,0.0,,,0.0
1025,188.4375,19.47122063449069,,,0.0,,,0.0,,,0.0,,,0.0
1026,194.06249999999997,19.47122063449069,,,,,,0.0,,,0.0,,,0.0
1027,199.68749999999997,19.47122063449069,,,0.0,0.0,1.0,0.5,,,0.0,0.0,1.0,0.125
1028,205.31249999999997,19.47122063449069,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
1029,210.9375,19.47122063449069,1.0,1.0,1.0,0.0,0.0,,,,,0.5,0.5,0.5
1030,216.5625,19.47122063449069,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.75
1031,222.1875,19.47122063449069,1.0,1.0,0.5,0.5,1.0,0.4,0.0,0.33333333333333337,1.0,0.6666666666666667,0.8333333333333333,0.5
1032,227.8125,19.47122063449069,,,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.8,0.8
1033,233.43750000000003,19.47122063449069,1.0,1.0,0.5,0.33333333333333337,0.6666666666666667,1.0,0.0,0.5,0.5,1.0,0.6666666666666667,0.7142857142857143
1034,239.0625,19.47122063449069,1.0,0.0,0.5,0.0,0.33333333333333337,0.5,0.0,0.0,,0.33333333333333337,0.2,0.4
1035,244.68749999999997,19.47122063449069,1.0,0.6666666666666667,1.0,0.0,1.0,0.5,,,,1.0,0.75,0.8
1036,250.31249999999997,19.47122063449069,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.33333333333333337,0.75,1.0
1037,255.93749999999994,19.47122063449069,,,0.0,0.0,0.6666666666666667,0.5,0.0,0.6666666666666667,0.6666666666666667,,0.6666666666666667,0.4
1038,261.56249999999994,19.47122063449069,0.0,1.0,1.0,0.0,0.6666666666666667,1.0,,,,0.0,0.75,1.0
1039,267.1875,19.47122063449069,,,0.0,0.5,0.0,1.0,0.0,0.0,,0.6666666666666667,0.0,0.4444444444444444
1040,272.8125,19.47122063449069,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,,0.33333333333333337,0.0,0.4
1041,278.4375,19.47122063449069,0.6666666666666667,0.0,0.6666666666666667,0.2,0.0,1.0,,,,0.7142857142857143,0.0,0.6666666666666667
1042,284.0625,19.47122063449069,0.6666666666666667,0.0,0.6666666666666667,0.0,0.0,,0.0,0.0,,0.4,0.0,0.6666666666666667
1043,289.6875,19.47122063449069,1.0,0.0,0.8571428571428571,0.28571428571428575,0.0,1.0,0.0,0.0,,0.8,0.0,1.0
1044,295.3125,19.47122063449069,0.5,0.0,0.6666666666666667,0.0,0.0,0.0,,,,0.5,0.0,1.0
1045,300.9375,19.47122063449069,1.0,0.0,0.5,0.33333333333333337,0.0,1.0,0.0,0.0,,0.6666666666666667,0.0,0.3
1046,306.56249999999994,19.47122063449069,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.25,0.0,0.0
1047,312.18749999999994,19.47122063449069,1.0,0.0,0.18181818181818182,0.14285714285714288,0.0,1.0,0.0,0.0,,0.6666666666666667,0.0,0.33333333333333337
1048,317.81249999999994,19.47122063449069,0.8571428571428571,0.0,0.42857142857142855,0.25,0.0,1.0,0.0,0.0,,0.8,0.0,1.0
1049,323.4375,19.47122063449069,0.625,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,,0.6363636363636364,0.0,0.25
1050,329.0625,19.47122063449069,0.875,0.0,0.5384615384615384,0.0,0.0,,0.0,0.0,,0.7777777777777777,0.0,0.0
1051,334.6875,19.47122063449069,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,0.375,0.0,0.0
1052,340.3125,19.47122063449069,0.6,0.2,0.45454545454545453,0.11764705882352942,0.11764705882352942,0.6666666666666667,0.0,0.0,0.0,0.48275862068965514,0.15151515151515152,0.0
1053,345.9375,19.47122063449069,0.6086956521739131,0.6521739130434783,0.9523809523809524,0.07142857142857144,0.7142857142857143,0.8333333333333333,0.0,0.7142857142857143,0.8333333333333333,0.5517241379310345,0.6818181818181819,0.8536585365853658
1054,351.5625,19.47122063449069,0.5882352941176471,0.7058823529411765,0.7142857142857143,0.07142857142857144,0.5714285714285715,0.8,0.0,0.625,0.7142857142857143,0.41379310344827586,0.6666666666666667,0.763157894736842
1055,357.18749999999994,19.47122063449069,0.2222222222222222,0.5555555555555556,0.6666666666666667,0.14285714285714288,0.5238095238095238,0.923076923076923,0.0,0.4444444444444444,0.6666666666666667,0.23076923076923075,0.5384615384615384,0.8214285714285714
