hpix,l,b,D_o,D_f,C,eC
0.0,45.0,78.28414760510762,1.1604755640014934,5.782462764351192,0.56,0.13218169313486647
0.0,45.0,78.28414760510762,5.782462764351192,10.038840679258838,0.82,0.17276573734395367
0.0,45.0,78.28414760510762,10.038840679258838,14.298337058669771,0.86,0.17886307612249097
0.0,45.0,78.28414760510762,14.298337058669771,18.310092070899856,0.92,0.18795744199153172
0.0,45.0,78.28414760510762,18.310092070899856,35.17561577407441,0.98,0.19699746191258402
0.0,45.0,78.28414760510762,35.17561577407441,118.46995146509026,0.7283950617283951,0.12467015382717983
1.0,135.0,78.28414760510762,1.1980926392789129,8.32173066706657,0.68,0.1511555490215295
1.0,135.0,78.28414760510762,8.32173066706657,13.599337593448142,0.8,0.16970562748477142
1.0,135.0,78.28414760510762,13.599337593448142,26.378226108626524,0.92,0.18795744199153172
1.0,135.0,78.28414760510762,26.378226108626524,104.97483010885637,0.6507936507936508,0.13058634719875564
2.0,225.0,78.28414760510762,1.209327698253805,7.1418117746478345,0.64,0.14488616221019868
2.0,225.0,78.28414760510762,7.1418117746478345,11.933461518184016,0.76,0.16356038640208698
2.0,225.0,78.28414760510762,11.933461518184016,17.105701210160383,0.88,0.18190107201443315
2.0,225.0,78.28414760510762,17.105701210160383,23.18169601909614,0.96,0.19398969044771425
2.0,225.0,78.28414760510762,23.18169601909614,34.83729363700877,0.92,0.18795744199153172
2.0,225.0,78.28414760510762,34.83729363700877,104.97483010885637,0.5888888888888889,0.10196290242292803
3.0,315.0,78.28414760510762,1.209327698253805,6.227677581559778,0.52,0.12572986916401369
3.0,315.0,78.28414760510762,6.227677581559778,9.39420512457915,0.64,0.14488616221019868
3.0,315.0,78.28414760510762,9.39420512457915,12.758757997340412,0.82,0.17276573734395367
3.0,315.0,78.28414760510762,12.758757997340412,16.361346787018277,0.84,0.17581808780668728
3.0,315.0,78.28414760510762,16.361346787018277,20.347792037392946,0.96,0.19398969044771425
3.0,315.0,78.28414760510762,20.347792037392946,30.412762320708968,0.96,0.19398969044771425
3.0,315.0,78.28414760510762,30.412762320708968,37.04129999395408,0.94,0.19097643833729855
3.0,315.0,78.28414760510762,37.04129999395408,42.40420670997853,0.96,0.19398969044771425
3.0,315.0,78.28414760510762,42.40420670997853,48.70483480465313,0.82,0.17276573734395367
3.0,315.0,78.28414760510762,48.70483480465313,118.46995146509026,0.5333333333333333,0.09532271373123206
4.0,22.5,66.44353569089877,1.152049659752281,5.222302204578422,0.58,0.13538094400616357
4.0,22.5,66.44353569089877,5.222302204578422,9.383550958427492,0.78,0.16663733075154558
4.0,22.5,66.44353569089877,9.383550958427492,12.853659765058849,0.8,0.16970562748477142
4.0,22.5,66.44353569089877,12.853659765058849,18.306661877819487,0.88,0.18190107201443315
4.0,22.5,66.44353569089877,18.306661877819487,35.33204922761656,0.96,0.19398969044771425
4.0,22.5,66.44353569089877,35.33204922761656,48.48992217720823,0.9,0.1849324200890693
4.0,22.5,66.44353569089877,48.48992217720823,118.46995146509026,0.6805555555555556,0.12603523646149112
5.0,67.5,66.44353569089877,1.1604755640014934,7.007153462784277,0.64,0.14488616221019868
5.0,67.5,66.44353569089877,7.007153462784277,11.765385170001524,0.82,0.17276573734395367
5.0,67.5,66.44353569089877,11.765385170001524,17.740299830554477,0.88,0.18190107201443315
5.0,67.5,66.44353569089877,17.740299830554477,118.46995146509026,0.875,0.1365410777352036
6.0,112.5,66.44353569089877,1.1604755640014934,9.180814236120405,0.66,0.14802702455970665
6.0,112.5,66.44353569089877,9.180814236120405,17.923284562269295,0.74,0.1604742970073401
6.0,112.5,66.44353569089877,17.923284562269295,103.3935444572817,0.8307692307692308,0.1529679074216414
7.0,157.5,66.44353569089877,0.6493672772728023,9.03219020376264,0.76,0.16356038640208698
7.0,157.5,66.44353569089877,9.03219020376264,15.868733555887014,0.76,0.16356038640208698
7.0,157.5,66.44353569089877,15.868733555887014,103.3935444572817,0.8181818181818182,0.13899468857389788
8.0,202.5,66.44353569089877,0.6493672772728023,9.333770259004504,0.8,0.16970562748477142
8.0,202.5,66.44353569089877,9.333770259004504,14.358005407185452,0.76,0.16356038640208698
8.0,202.5,66.44353569089877,14.358005407185452,25.931752403166872,0.96,0.19398969044771425
8.0,202.5,66.44353569089877,25.931752403166872,57.55008013735973,0.86,0.17886307612249097
8.0,202.5,66.44353569089877,57.55008013735973,100.38785806264706,0.4117647058823529,0.1067629662321212
9.0,247.49999999999997,66.44353569089877,1.209327698253805,7.531039661206941,0.72,0.15737852458324803
9.0,247.49999999999997,66.44353569089877,7.531039661206941,12.047063513551278,0.7,0.15427248620541512
9.0,247.49999999999997,66.44353569089877,12.047063513551278,16.89462359538714,0.88,0.18190107201443315
9.0,247.49999999999997,66.44353569089877,16.89462359538714,23.07144509494529,1.0,0.2
9.0,247.49999999999997,66.44353569089877,23.07144509494529,33.883909420471895,0.92,0.18795744199153172
9.0,247.49999999999997,66.44353569089877,33.883909420471895,100.38785806264706,0.5918367346938775,0.09804764851778563
10.0,292.5,66.44353569089877,1.209327698253805,7.177553930174097,0.6,0.13856406460551018
10.0,292.5,66.44353569089877,7.177553930174097,10.078722719733287,0.68,0.1511555490215295
10.0,292.5,66.44353569089877,10.078722719733287,13.69654215697394,0.84,0.17581808780668728
10.0,292.5,66.44353569089877,13.69654215697394,18.142255664060063,0.9,0.1849324200890693
10.0,292.5,66.44353569089877,18.142255664060063,22.93217796343521,0.96,0.19398969044771425
10.0,292.5,66.44353569089877,22.93217796343521,32.35967944017501,0.92,0.18795744199153172
10.0,292.5,66.44353569089877,32.35967944017501,37.89674646383601,0.92,0.18795744199153172
10.0,292.5,66.44353569089877,37.89674646383601,43.77861150065254,0.9,0.1849324200890693
10.0,292.5,66.44353569089877,43.77861150065254,52.12865098726679,0.76,0.16356038640208698
10.0,292.5,66.44353569089877,52.12865098726679,98.6088573995696,0.5490196078431373,0.12913301681655434
11.0,337.5,66.44353569089877,1.467048257892941,5.79076045567745,0.6,0.13856406460551018
11.0,337.5,66.44353569089877,5.79076045567745,8.348311251183937,0.66,0.14802702455970665
11.0,337.5,66.44353569089877,8.348311251183937,11.968882404163235,0.9,0.1849324200890693
11.0,337.5,66.44353569089877,11.968882404163235,15.617724911974902,0.82,0.17276573734395367
11.0,337.5,66.44353569089877,15.617724911974902,20.28987916835625,0.96,0.19398969044771425
11.0,337.5,66.44353569089877,20.28987916835625,32.585433666614925,0.96,0.19398969044771425
11.0,337.5,66.44353569089877,32.585433666614925,39.070365234422106,0.92,0.18795744199153172
11.0,337.5,66.44353569089877,39.070365234422106,43.680918065142585,0.94,0.19097643833729855
11.0,337.5,66.44353569089877,43.680918065142585,46.61228464851784,0.88,0.18190107201443315
11.0,337.5,66.44353569089877,46.61228464851784,50.23883864219259,0.8,0.16970562748477142
11.0,337.5,66.44353569089877,50.23883864219259,57.43406147698734,0.76,0.16356038640208698
11.0,337.5,66.44353569089877,57.43406147698734,104.09661517914888,0.4533333333333333,0.0937261574620052
12.0,14.999999999999998,54.340912303861245,1.0951439290906066,4.200460702483843,0.58,0.13538094400616357
12.0,14.999999999999998,54.340912303861245,4.200460702483843,6.450847868940993,0.72,0.15737852458324803
12.0,14.999999999999998,54.340912303861245,6.450847868940993,8.173753292309705,0.78,0.16663733075154558
12.0,14.999999999999998,54.340912303861245,8.173753292309705,11.06118928888012,0.82,0.17276573734395367
12.0,14.999999999999998,54.340912303861245,11.06118928888012,14.163806989949164,0.82,0.17276573734395367
12.0,14.999999999999998,54.340912303861245,14.163806989949164,20.760927901862583,0.96,0.19398969044771425
12.0,14.999999999999998,54.340912303861245,20.760927901862583,33.66125830528678,0.94,0.19097643833729855
12.0,14.999999999999998,54.340912303861245,33.66125830528678,46.44434903052358,0.8,0.16970562748477142
12.0,14.999999999999998,54.340912303861245,46.44434903052358,51.202690858465495,0.9,0.1849324200890693
12.0,14.999999999999998,54.340912303861245,51.202690858465495,104.94719845524266,0.6666666666666666,0.12974982402692048
13.0,45.0,54.340912303861245,1.0951439290906066,4.836917180878074,0.66,0.14802702455970665
13.0,45.0,54.340912303861245,4.836917180878074,7.7643146510464,0.76,0.16356038640208698
13.0,45.0,54.340912303861245,7.7643146510464,10.76865735603163,0.72,0.15737852458324803
13.0,45.0,54.340912303861245,10.76865735603163,14.204335195422102,0.84,0.17581808780668728
13.0,45.0,54.340912303861245,14.204335195422102,20.69610262741011,0.96,0.19398969044771425
13.0,45.0,54.340912303861245,20.69610262741011,26.81098360772858,0.96,0.19398969044771425
13.0,45.0,54.340912303861245,26.81098360772858,104.55190692602385,0.8,0.1301582746911937
14.0,75.0,54.340912303861245,1.1603526541990603,5.930301414356436,0.56,0.13218169313486647
14.0,75.0,54.340912303861245,5.930301414356436,10.280350289173256,0.8,0.16970562748477142
14.0,75.0,54.340912303861245,10.280350289173256,15.013035534279387,0.78,0.16663733075154558
14.0,75.0,54.340912303861245,15.013035534279387,20.808732356845304,0.98,0.19699746191258402
14.0,75.0,54.340912303861245,20.808732356845304,104.55190692602385,0.8666666666666667,0.13407202781331873
15.0,105.0,54.340912303861245,0.7471668585236576,8.650869574757081,0.66,0.14802702455970665
15.0,105.0,54.340912303861245,8.650869574757081,17.11183429751464,0.8,0.16970562748477142
15.0,105.0,54.340912303861245,17.11183429751464,75.63088034662282,0.875,0.1365410777352036
16.0,135.0,54.340912303861245,0.7471668585236576,10.06021304893042,0.62,0.14173214173221257
16.0,135.0,54.340912303861245,10.06021304893042,94.14567928747783,0.8488372093023255,0.1350866137825588
17.0,165.0,54.340912303861245,0.6493672772728023,7.389697928698182,0.68,0.1511555490215295
17.0,165.0,54.340912303861245,7.389697928698182,16.009673833507886,0.8,0.16970562748477142
17.0,165.0,54.340912303861245,16.009673833507886,94.14567928747783,0.8266666666666667,0.14189406585874523
18.0,195.0,54.340912303861245,0.6493672772728023,9.294046207398248,0.78,0.16663733075154558
18.0,195.0,54.340912303861245,9.294046207398248,15.875804064728724,0.76,0.16356038640208698
18.0,195.0,54.340912303861245,15.875804064728724,33.21940383497788,0.9,0.1849324200890693
18.0,195.0,54.340912303861245,33.21940383497788,98.25997630084416,0.6881720430107527,0.11176746231428789
19.0,224.99999999999997,54.340912303861245,0.71314854421938,8.101958233187357,0.72,0.15737852458324803
19.0,224.99999999999997,54.340912303861245,8.101958233187357,13.926142002268431,0.78,0.16663733075154558
19.0,224.99999999999997,54.340912303861245,13.926142002268431,20.45232779056989,0.96,0.19398969044771425
19.0,224.99999999999997,54.340912303861245,20.45232779056989,31.897415359461004,0.96,0.19398969044771425
19.0,224.99999999999997,54.340912303861245,31.897415359461004,96.04410992021624,0.6161616161616161,0.10029334516692938
20.0,255.00000000000003,54.340912303861245,1.1763701611129762,6.830370793387794,0.7,0.15427248620541512
20.0,255.00000000000003,54.340912303861245,6.830370793387794,10.417502738402208,0.84,0.17581808780668728
20.0,255.00000000000003,54.340912303861245,10.417502738402208,14.111691982419751,0.88,0.18190107201443315
20.0,255.00000000000003,54.340912303861245,14.111691982419751,19.018982144830133,0.9,0.1849324200890693
20.0,255.00000000000003,54.340912303861245,19.018982144830133,28.32062381696905,0.92,0.18795744199153172
20.0,255.00000000000003,54.340912303861245,28.32062381696905,53.516202847939255,0.78,0.16663733075154558
20.0,255.00000000000003,54.340912303861245,53.516202847939255,96.04410992021624,0.39080459770114945,0.07904115262241176
21.0,285.0,54.340912303861245,1.4781428262631442,6.476414157381127,0.74,0.1604742970073401
21.0,285.0,54.340912303861245,6.476414157381127,9.032260834171582,0.62,0.14173214173221257
21.0,285.0,54.340912303861245,9.032260834171582,12.35554765203543,0.84,0.17581808780668728
21.0,285.0,54.340912303861245,12.35554765203543,14.801293244172388,0.92,0.18795744199153172
21.0,285.0,54.340912303861245,14.801293244172388,18.98069264620547,0.88,0.18190107201443315
21.0,285.0,54.340912303861245,18.98069264620547,23.619560008941765,0.96,0.19398969044771425
21.0,285.0,54.340912303861245,23.619560008941765,32.0515518907869,0.9,0.1849324200890693
21.0,285.0,54.340912303861245,32.0515518907869,46.78629352316957,0.82,0.17276573734395367
21.0,285.0,54.340912303861245,46.78629352316957,90.60182665874063,0.5862068965517241,0.1266168141389553
22.0,315.0,54.340912303861245,1.467048257892941,5.497990414810571,0.7,0.15427248620541512
22.0,315.0,54.340912303861245,5.497990414810571,7.642333751157612,0.7,0.15427248620541512
22.0,315.0,54.340912303861245,7.642333751157612,10.15848144139838,0.7,0.15427248620541512
22.0,315.0,54.340912303861245,10.15848144139838,12.449422633701648,0.92,0.18795744199153172
22.0,315.0,54.340912303861245,12.449422633701648,15.669237436611358,0.82,0.17276573734395367
22.0,315.0,54.340912303861245,15.669237436611358,19.418262527145888,0.92,0.18795744199153172
22.0,315.0,54.340912303861245,19.418262527145888,26.655161644102414,0.96,0.19398969044771425
22.0,315.0,54.340912303861245,26.655161644102414,37.04129999395408,0.9,0.1849324200890693
22.0,315.0,54.340912303861245,37.04129999395408,44.63466553618907,0.88,0.18190107201443315
22.0,315.0,54.340912303861245,44.63466553618907,49.27087431899263,0.82,0.17276573734395367
22.0,315.0,54.340912303861245,49.27087431899263,56.06610271502699,0.66,0.14802702455970665
22.0,315.0,54.340912303861245,56.06610271502699,104.09661517914888,0.47761194029850745,0.10263143053928699
23.0,344.99999999999994,54.340912303861245,1.214523716865107,4.293417676292965,0.6,0.13856406460551018
23.0,344.99999999999994,54.340912303861245,4.293417676292965,6.281287365234137,0.66,0.14802702455970665
23.0,344.99999999999994,54.340912303861245,6.281287365234137,7.543080511264136,0.78,0.16663733075154558
23.0,344.99999999999994,54.340912303861245,7.543080511264136,9.835447414228913,0.86,0.17886307612249097
23.0,344.99999999999994,54.340912303861245,9.835447414228913,12.759050289427003,0.78,0.16663733075154558
23.0,344.99999999999994,54.340912303861245,12.759050289427003,17.39048273504384,0.88,0.18190107201443315
23.0,344.99999999999994,54.340912303861245,17.39048273504384,22.77388066956517,0.92,0.18795744199153172
23.0,344.99999999999994,54.340912303861245,22.77388066956517,35.350600789148345,0.92,0.18795744199153172
23.0,344.99999999999994,54.340912303861245,35.350600789148345,43.82334019459593,0.82,0.17276573734395367
23.0,344.99999999999994,54.340912303861245,43.82334019459593,46.08068157444757,0.76,0.16356038640208698
23.0,344.99999999999994,54.340912303861245,46.08068157444757,47.767134361775305,0.84,0.17581808780668728
23.0,344.99999999999994,54.340912303861245,47.767134361775305,49.500924450505295,0.7,0.15427248620541512
23.0,344.99999999999994,54.340912303861245,49.500924450505295,51.59284633741849,0.8,0.16970562748477142
23.0,344.99999999999994,54.340912303861245,51.59284633741849,56.0015768093956,0.78,0.16663733075154558
23.0,344.99999999999994,54.340912303861245,56.0015768093956,104.09661517914888,0.44,0.0795989949685296
24.0,11.25,41.81031489577859,1.0951439290906066,3.731710976670435,0.56,0.13218169313486647
24.0,11.25,41.81031489577859,3.731710976670435,5.051804608589591,0.72,0.15737852458324803
24.0,11.25,41.81031489577859,5.051804608589591,6.190919347565036,0.72,0.15737852458324803
24.0,11.25,41.81031489577859,6.190919347565036,7.098592368700466,0.76,0.16356038640208698
24.0,11.25,41.81031489577859,7.098592368700466,7.737445446326246,0.8,0.16970562748477142
24.0,11.25,41.81031489577859,7.737445446326246,9.00930398853996,0.84,0.17581808780668728
24.0,11.25,41.81031489577859,9.00930398853996,10.668702846415211,0.86,0.17886307612249097
24.0,11.25,41.81031489577859,10.668702846415211,12.815439017089778,0.74,0.1604742970073401
24.0,11.25,41.81031489577859,12.815439017089778,15.121396620917665,0.9,0.1849324200890693
24.0,11.25,41.81031489577859,15.121396620917665,18.35993462620301,0.92,0.18795744199153172
24.0,11.25,41.81031489577859,18.35993462620301,22.138683032528988,0.94,0.19097643833729855
24.0,11.25,41.81031489577859,22.138683032528988,26.88685156219003,1.0,0.2
24.0,11.25,41.81031489577859,26.88685156219003,40.89133518155551,0.92,0.18795744199153172
24.0,11.25,41.81031489577859,40.89133518155551,46.33733320015742,0.74,0.1604742970073401
24.0,11.25,41.81031489577859,46.33733320015742,48.95503256146476,0.76,0.16356038640208698
24.0,11.25,41.81031489577859,48.95503256146476,54.74734674766217,0.92,0.18795744199153172
24.0,11.25,41.81031489577859,54.74734674766217,104.94719845524266,0.6451612903225806,0.130840606110301
25.0,33.75,41.81031489577859,1.0951439290906066,4.200460702483843,0.64,0.14488616221019868
25.0,33.75,41.81031489577859,4.200460702483843,5.762933391554843,0.7,0.15427248620541512
25.0,33.75,41.81031489577859,5.762933391554843,7.346302374853793,0.7,0.15427248620541512
25.0,33.75,41.81031489577859,7.346302374853793,8.455425325889173,0.76,0.16356038640208698
25.0,33.75,41.81031489577859,8.455425325889173,9.72185201994339,0.84,0.17581808780668728
25.0,33.75,41.81031489577859,9.72185201994339,12.021850950954406,0.8,0.16970562748477142
25.0,33.75,41.81031489577859,12.021850950954406,14.221618081046614,0.8,0.16970562748477142
25.0,33.75,41.81031489577859,14.221618081046614,17.495840064005062,0.94,0.19097643833729855
25.0,33.75,41.81031489577859,17.495840064005062,21.04062426209821,1.0,0.2
25.0,33.75,41.81031489577859,21.04062426209821,25.490192523042943,1.0,0.2
25.0,33.75,41.81031489577859,25.490192523042943,43.19587334094835,0.8,0.16970562748477142
25.0,33.75,41.81031489577859,43.19587334094835,104.94719845524266,0.6071428571428571,0.1320014411530128
26.0,56.24999999999999,41.81031489577859,1.2184519294301834,5.077650445954313,0.6,0.13856406460551018
26.0,56.24999999999999,41.81031489577859,5.077650445954313,7.129850112855944,0.7,0.15427248620541512
26.0,56.24999999999999,41.81031489577859,7.129850112855944,9.746830847702835,0.84,0.17581808780668728
26.0,56.24999999999999,41.81031489577859,9.746830847702835,11.8234222547504,0.78,0.16663733075154558
26.0,56.24999999999999,41.81031489577859,11.8234222547504,14.555488986858911,0.88,0.18190107201443315
26.0,56.24999999999999,41.81031489577859,14.555488986858911,17.08383726585659,0.94,0.19097643833729855
26.0,56.24999999999999,41.81031489577859,17.08383726585659,20.938966237299343,0.98,0.19699746191258402
26.0,56.24999999999999,41.81031489577859,20.938966237299343,24.713335480581254,0.98,0.19699746191258402
26.0,56.24999999999999,41.81031489577859,24.713335480581254,33.56549276275265,0.9,0.1849324200890693
26.0,56.24999999999999,41.81031489577859,33.56549276275265,104.55190692602385,0.6666666666666666,0.13280317881493264
27.0,78.75,41.81031489577859,1.1603526541990603,4.742993180822853,0.52,0.12572986916401369
27.0,78.75,41.81031489577859,4.742993180822853,7.057794692232564,0.72,0.15737852458324803
27.0,78.75,41.81031489577859,7.057794692232564,9.99894086694932,0.84,0.17581808780668728
27.0,78.75,41.81031489577859,9.99894086694932,13.52697425869124,0.78,0.16663733075154558
27.0,78.75,41.81031489577859,13.52697425869124,18.313218618680995,0.92,0.18795744199153172
27.0,78.75,41.81031489577859,18.313218618680995,24.27855769329429,1.0,0.2
27.0,78.75,41.81031489577859,24.27855769329429,37.50209039253228,0.92,0.18795744199153172
27.0,78.75,41.81031489577859,37.50209039253228,104.55190692602385,0.6741573033707865,0.11261176086917254
28.0,101.24999999999999,41.81031489577859,0.7471668585236576,5.98448523748699,0.58,0.13538094400616357
28.0,101.24999999999999,41.81031489577859,5.98448523748699,9.99894086694932,0.82,0.17276573734395367
28.0,101.24999999999999,41.81031489577859,9.99894086694932,15.907278771241115,0.9,0.1849324200890693
28.0,101.24999999999999,41.81031489577859,15.907278771241115,25.15372445068438,0.96,0.19398969044771425
28.0,101.24999999999999,41.81031489577859,25.15372445068438,61.96297051631701,0.82,0.17276573734395367
28.0,101.24999999999999,41.81031489577859,61.96297051631701,89.43070890705658,0.7692307692307693,0.14469845278860927
29.0,123.74999999999999,41.81031489577859,0.7471668585236576,8.312486831267675,0.66,0.14802702455970665
29.0,123.74999999999999,41.81031489577859,8.312486831267675,16.622386087239295,0.92,0.18795744199153172
29.0,123.74999999999999,41.81031489577859,16.622386087239295,75.63088034662282,0.788235294117647,0.12877477707954624
30.0,146.25,41.81031489577859,1.2760332762068023,10.544834864632104,0.64,0.14488616221019868
30.0,146.25,41.81031489577859,10.544834864632104,94.14567928747783,0.8461538461538461,0.1415178786165846
31.0,168.74999999999997,41.81031489577859,1.2326801427894307,7.159147535051698,0.62,0.14173214173221257
31.0,168.74999999999997,41.81031489577859,7.159147535051698,14.0465865661621,0.78,0.16663733075154558
31.0,168.74999999999997,41.81031489577859,14.0465865661621,127.00459101652012,0.76,0.11565465835840771
32.0,191.25,41.81031489577859,1.306032547256096,8.572332384778495,0.68,0.1511555490215295
32.0,191.25,41.81031489577859,8.572332384778495,14.82765846982044,0.84,0.17581808780668728
32.0,191.25,41.81031489577859,14.82765846982044,31.56514040198906,0.84,0.17581808780668728
32.0,191.25,41.81031489577859,31.56514040198906,63.44662980332864,0.74,0.1604742970073401
32.0,191.25,41.81031489577859,63.44662980332864,127.00459101652012,0.7014925373134329,0.13347168726658518
33.0,213.75,41.81031489577859,1.1659759700246997,9.569461001579857,0.7,0.15427248620541512
33.0,213.75,41.81031489577859,9.569461001579857,14.82765846982044,0.88,0.18190107201443315
33.0,213.75,41.81031489577859,14.82765846982044,24.498703427775784,0.92,0.18795744199153172
33.0,213.75,41.81031489577859,24.498703427775784,57.82025719795976,0.82,0.17276573734395367
33.0,213.75,41.81031489577859,57.82025719795976,105.96230307915752,0.7068965517241379,0.1442339626275127
34.0,236.25,41.81031489577859,0.71314854421938,7.381645762170791,0.5,0.12247448713915891
34.0,236.25,41.81031489577859,7.381645762170791,11.58231522692855,0.82,0.17276573734395367
34.0,236.25,41.81031489577859,11.58231522692855,16.588045663341234,0.86,0.17886307612249097
34.0,236.25,41.81031489577859,16.588045663341234,23.786466356205025,0.86,0.17886307612249097
34.0,236.25,41.81031489577859,23.786466356205025,54.92316859773138,0.86,0.17886307612249097
34.0,236.25,41.81031489577859,54.92316859773138,105.96230307915752,0.3972602739726027,0.08719966061651548
35.0,258.75,41.81031489577859,1.13397949090459,5.524232149330688,0.64,0.14488616221019868
35.0,258.75,41.81031489577859,5.524232149330688,8.977211355474367,0.74,0.1604742970073401
35.0,258.75,41.81031489577859,8.977211355474367,13.048228331333872,0.86,0.17886307612249097
35.0,258.75,41.81031489577859,13.048228331333872,16.36284212898682,0.92,0.18795744199153172
35.0,258.75,41.81031489577859,16.36284212898682,20.31448307898789,0.9,0.1849324200890693
35.0,258.75,41.81031489577859,20.31448307898789,28.32062381696905,0.92,0.18795744199153172
